onset	rt	response
315.01236685167044	0.8799941814536457	0
316.57353539146493	0.5611685397945592	1
319.1997826627513	1.6262472712863876	0
321.25748156513237	1.057698902381015	0
322.9991572479117	0.7416756827793023	0
325.71245905703086	1.7133018091192138	1
328.1223510493043	1.4098919922734165	1
330.8140964101997	1.6917453608953408	0
333.22360705215715	1.4095106419574601	1
337.21503568514936	2.9914286329922026	1
339.0231963185538	0.8081606334044418	0
340.6522783881829	0.6290820696291164	1
342.16416585271963	0.5118874645367483	1
343.87443723751574	0.7102713847961413	1
346.89157913270446	2.017141895188694	1
349.06096286767604	1.1693837349715817	1
351.58740648628446	1.5264436186084163	1
354.307782603046	1.7203761167615474	1
355.94947236738767	0.6416897643416593	1
357.7855591609606	0.8360867935728911	0
359.7056624254799	0.9201032645193048	0
363.99660493631046	3.2909425108305923	1
366.57478810921754	1.5781831729070785	1
368.60054987578366	1.0257617665661218	1
370.64227279914655	1.041722923362863	1
372.27965722340434	0.6373844242578226	1
375.8412135962309	2.561556372826503	1
377.67414858023596	0.8329349840051372	0
379.6251708343475	0.9510222541114957	1
381.7559296071802	1.1307587728326507	0
385.03925151019337	2.2833219030132197	1
389.0840840761216	3.044832565928202	0
390.93011045935896	0.846026383237396	1
392.999952616242	1.0698421568830956	1
395.2851943144661	1.2852416982240333	0
397.1485853669254	0.8633910524592805	0
398.6517830695428	0.5031977026173922	1
400.99686966625745	1.3450865967146777	0
402.7326663653548	0.7357966990973845	1
405.17828090450115	1.4456145391463031	1
408.5428845478151	2.3646036433139757	1
410.4496926118604	0.9068080640452545	1
412.1129222216134	0.6632296097530305	1
413.62669611834633	0.5137738967329012	0
416.3506785065982	1.72398238825183	0
418.4219912036399	1.0713126970416857	0
419.9838147334296	0.5618235297897249	1
422.53250834701583	1.5486936135862344	1
425.68448472179256	2.1519763747767158	1
430.05463547668603	3.370150754893451	1
431.96607676356115	0.9114412868751595	1
433.751900068576	0.7858233050148762	1
435.9636816889137	1.2117816203376899	1
439.3170926774616	2.3534109885478274	1
441.1654884008668	0.8483957234052766	1
445.0939248463536	2.928436445486815	1
447.9684238084535	1.8744989620998873	1
450.5692817376196	1.6008579291660192	1
452.95805226501636	1.388770527396852	0
455.898950819715	1.9408985546986375	1
458.08095020674835	1.1819993870333045	1
461.17649683208737	2.0955466253389963	1
463.336150790521	1.1596539584336134	1
464.90113072915943	0.5649799386384565	1
467.9369473920247	2.0358166628652707	1
470.0208268716578	1.0838794796330664	1
473.2955766291577	2.2747497574999294	1
475.0413379982967	0.74576136913894	0
476.66019332909997	0.6188553308032964	0
478.63643607113517	0.9762427420352087	1
480.879370079668	1.2429340085328215	0
482.522738999826	0.6433689201580163	1
484.4061043830708	0.8833653832447761	0
486.06471052235173	0.658606139280943	1
487.89022804534517	0.8255175229934478	0
489.55836535241554	0.6681373070703629	1
492.7857455839568	2.2273802315412317	0
494.4673821723312	0.6816365883744171	1
496.14609985007587	0.6787176777446438	1
497.67773281365703	0.5316329635811778	1
502.40706383190843	3.729331018251387	0
504.4803040898037	1.0732402578953153	1
506.2662707676588	0.7859666778550873	0
508.48076596746466	1.21449519980588	0
510.1780153571767	0.6972493897120533	0
511.89341867517777	0.7154033180010446	0
513.3468286092402	0.4534099340624474	0
515.3671476653724	1.0203190561322115	1
518.8958889093417	2.5287412439692427	1
520.5875831007768	0.6916941914350538	0
522.3853122775754	0.7977291767987145	1
524.7460849132262	1.3607726356507208	1
527.1548256447618	1.408740731535569	1
529.7572659267494	1.6024402819876447	1
532.0446183246149	1.287352397865503	0
534.0312127718421	0.9865944472272147	0
536.9911729970904	1.959960225248254	0
539.6719761367215	1.6808031396310943	0
541.4608458776245	0.7888697409029733	0
544.3731448848114	1.9122990071869683	1
546.1499290878246	0.7767842030131622	1
547.8061165325264	0.6561874447018661	1
549.6660620444197	0.8599455118932718	1
551.2735712174663	0.6075091730465223	1
552.859039935493	0.5854687180268361	1
555.1571551056284	1.2981151701353795	1
556.7822482079489	0.6250931023205314	0
558.943336219264	1.1610880113150839	1
560.8298774797993	0.8865412605352372	1
562.4817012627498	0.6518237829505446	0
565.9215620787834	2.43986081603356	1
568.1018302758814	1.1802681970980071	1
569.7984787016044	0.696648425722916	1
572.2454985111062	1.4470198095018538	1
574.5166594864829	1.2711609753766975	1
576.1541263449167	0.637466858433835	1
578.6112206708814	1.4570943259646874	1
580.8464052663687	1.2351845954872807	1
583.0871756458228	1.2407703794541212	1
584.7556556958853	0.6684800500623647	0
586.3654858502915	0.609830154406314	1
587.9331003469908	0.5676144966992904	1
590.5482131824527	1.6151128354619821	1
593.1708239306254	1.622610748172671	1
594.9165095572057	0.7456856265802108	1
596.655527907443	0.7390183502373882	1
599.5445077871636	1.8889798797206214	1
602.610419487326	2.0659117001622525	1
604.6923528568802	1.081933369554374	1
607.7315629701379	2.0392101132575875	1
609.9932706120687	1.2617076419308342	1
612.111362854921	1.118092242852284	0
614.0194663073873	0.908103452466327	0
615.6827457000517	0.663279392664305	1
617.6692941020001	0.9865484019484616	1
619.2889444459363	0.61965034393619	1
621.404375328965	1.1154308830286084	1
623.0852794128634	0.6809040838983617	1
624.7808652449185	0.6955858320551063	0
626.5580839640859	0.7772187191674185	1
628.6246697727838	1.0665858086979005	1
630.6667537646149	1.0420839918310785	1
632.4169499831833	0.7501962185684508	1
634.6353488633983	1.21839888021495	0
636.6373102092261	1.0019613458279115	1
638.8134920897464	1.1761818805201594	1
642.36704918753	2.553557097783641	1
644.3155433708412	0.9484941833111491	1
645.9457478280781	0.630204457236941	1
647.6686432866618	0.7228954585837093	1
649.3519599976166	0.6833167109548886	1
651.3921914072678	1.0402314096510534	0
654.3295266037712	1.9373351965035703	1
656.0199309856246	0.690404381853236	1
657.8712034840686	0.8512724984441011	0
659.6139700971214	0.742766613052757	1
661.6124989130798	0.9985288159584209	1
663.3273393658084	0.7148404527285663	0
665.9306036511687	1.6032642853602859	0
